State,PeopleAffected,Domain,ResourcesRequired,UrgencyReason,Timeline,Urgency,EstimatedCost
Tamil Nadu,295,Food,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,5151.08
Bihar,342,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,9401.86
Gujarat,13928,Food,Food Kits,Disease Outbreak,Immediate,High,197955.58
Karnataka,77,Education,Funds,Community Emergency,Immediate,Low,1001.56
Andhra Pradesh,339,Disaster Relief,Medicines,Health Emergency,Within 1 week,Medium,11281.86
Tamil Nadu,554,Healthcare,Food Kits,Health Emergency,Immediate,High,11638.59
Bihar,167,Food,Food Kits,Seasonal Need,Within 1 week,Medium,1977.81
Delhi,138,Education,Food Kits,Community Emergency,Within 1 week,Medium,1576.4
Maharashtra,391,Employment,Food Kits,Disease Outbreak,Within 1 week,High,3599.9
Delhi,464,Healthcare,Food Kits,Disease Outbreak,Within 1 week,High,7645.02
Maharashtra,77,Education,Medicines,Disease Outbreak,Long term,High,1520.1
Delhi,195,Disaster Relief,Funds,Disease Outbreak,Long term,High,3166.11
Gujarat,66,Healthcare,Medicines,Community Emergency,Immediate,Low,2163.29
Bihar,433,Food,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,6572.07
Bihar,162,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,5280.9
Gujarat,58,Disaster Relief,Volunteers,Seasonal Need,Immediate,Low,502.03
Delhi,366,Shelter,Volunteers,Health Emergency,Within 1 week,Medium,3186.77
Maharashtra,127,Education,Food Kits,Health Emergency,Within 1 week,Medium,1394.61
Andhra Pradesh,267,Food,Food Kits,Disease Outbreak,Within 1 week,High,3149.97
Maharashtra,996,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,8072.98
Delhi,155,Employment,Beds/Shelter,Seasonal Need,Long term,Medium,6450.42
Tamil Nadu,350,Disaster Relief,Beds/Shelter,Disease Outbreak,Immediate,High,29281.37
Gujarat,24,Disaster Relief,Medicines,Community Emergency,Long term,Low,731.64
Karnataka,79,Shelter,Food Kits,Community Emergency,Within 1 week,Low,892.73
Karnataka,68,Food,Volunteers,Seasonal Need,Long term,Low,518.01
Maharashtra,70,Healthcare,Food Kits,Disease Outbreak,Immediate,High,1587.59
Gujarat,876,Education,Volunteers,Health Emergency,Immediate,High,6770.9
Karnataka,154,Disaster Relief,Beds/Shelter,Health Emergency,Long term,Medium,9637.37
Telangana,152,Food,Beds/Shelter,Seasonal Need,Immediate,Medium,8075.4
Bihar,127,Education,Medicines,Disease Outbreak,Immediate,High,3134.41
Gujarat,78,Education,Funds,Community Emergency,Long term,Low,1028.68
Maharashtra,112,Education,Funds,Seasonal Need,Immediate,Medium,1361.36
Delhi,378,Education,Funds,Disease Outbreak,Within 1 week,High,4566.89
Telangana,462,Shelter,Beds/Shelter,Health Emergency,Immediate,Medium,26712.03
Delhi,113,Education,Medicines,Seasonal Need,Immediate,Medium,2451.82
Andhra Pradesh,617,Food,Volunteers,Health Emergency,Within 1 week,High,4453.56
Telangana,167,Food,Beds/Shelter,Community Emergency,Immediate,Medium,10095.74
Bihar,42,Food,Medicines,Community Emergency,Immediate,Low,943.76
Gujarat,490,Employment,Beds/Shelter,Health Emergency,Within 1 week,Medium,26287.42
Maharashtra,933,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,12023.34
Gujarat,525,Shelter,Volunteers,Health Emergency,Immediate,High,5058.33
Bihar,269,Disaster Relief,Volunteers,Health Emergency,Long term,Medium,2532.19
Karnataka,398,Food,Funds,Disease Outbreak,Within 1 week,High,5874.59
Gujarat,2086,Food,Beds/Shelter,Disease Outbreak,Immediate,High,142617.27
Telangana,117,Food,Funds,Health Emergency,Within 1 week,Medium,2003.67
Gujarat,746,Education,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,11593.62
Telangana,127,Shelter,Funds,Disease Outbreak,Within 1 week,High,2065.83
Karnataka,164,Education,Medicines,Community Emergency,Within 1 week,Medium,4013.3
Tamil Nadu,455,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3817.0
Karnataka,155,Food,Beds/Shelter,Health Emergency,Immediate,Medium,9170.46
Maharashtra,121,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,1438.99
Bihar,113,Healthcare,Food Kits,Disease Outbreak,Immediate,High,2560.32
Gujarat,450,Food,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,5226.02
Bihar,138,Food,Funds,Health Emergency,Long term,Medium,1825.43
Telangana,801,Shelter,Volunteers,Health Emergency,Within 1 week,High,5862.71
Tamil Nadu,139,Disaster Relief,Volunteers,Community Emergency,Within 1 week,Medium,1338.67
Maharashtra,198,Education,Food Kits,Disease Outbreak,Within 1 week,High,2163.14
Andhra Pradesh,106,Education,Beds/Shelter,Community Emergency,Immediate,Medium,5884.88
Telangana,778,Shelter,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,11636.36
Gujarat,113,Education,Medicines,Health Emergency,Within 1 week,Medium,2583.41
Andhra Pradesh,194,Education,Funds,Seasonal Need,Long term,Medium,2351.12
Telangana,655,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5853.22
Gujarat,277,Shelter,Food Kits,Health Emergency,Immediate,Medium,3434.36
Telangana,134,Healthcare,Medicines,Community Emergency,Immediate,Medium,4596.5
Maharashtra,996,Disaster Relief,Medicines,Disease Outbreak,Within 1 week,High,26858.94
Maharashtra,35,Shelter,Volunteers,Community Emergency,Within 1 week,Low,286.25
Gujarat,27,Education,Funds,Community Emergency,Immediate,Low,356.87
Telangana,424,Employment,Medicines,Disease Outbreak,Long term,High,8354.21
Gujarat,604,Employment,Volunteers,Disease Outbreak,Long term,High,3451.35
Bihar,739,Employment,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,8144.35
Maharashtra,976,Shelter,Beds/Shelter,Health Emergency,Within 1 week,High,53738.67
Andhra Pradesh,440,Shelter,Volunteers,Health Emergency,Long term,Medium,3236.59
Karnataka,793,Shelter,Food Kits,Health Emergency,Long term,High,8887.46
Telangana,368,Shelter,Funds,Natural Disaster (Flood/Earthquake),Long term,High,6140.44
Andhra Pradesh,417,Disaster Relief,Medicines,Disease Outbreak,Immediate,High,15264.33
Andhra Pradesh,951,Employment,Medicines,Health Emergency,Within 1 week,High,18461.23
Andhra Pradesh,436,Employment,Volunteers,Health Emergency,Long term,Medium,2523.62
Telangana,352,Disaster Relief,Funds,Disease Outbreak,Long term,High,5966.6
Bihar,35,Healthcare,Food Kits,Community Emergency,Within 1 week,Low,644.3
Gujarat,129,Healthcare,Medicines,Seasonal Need,Long term,Medium,4795.15
Gujarat,422,Employment,Volunteers,Health Emergency,Immediate,Medium,2239.27
Maharashtra,447,Shelter,Volunteers,Disease Outbreak,Immediate,High,4578.63
Karnataka,537,Shelter,Volunteers,Health Emergency,Long term,High,4473.47
Gujarat,40,Shelter,Beds/Shelter,Community Emergency,Within 1 week,Low,2268.44
Bihar,413,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,5713.67
Gujarat,280,Employment,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,5295.45
Tamil Nadu,796,Employment,Funds,Disease Outbreak,Within 1 week,High,8843.17
Andhra Pradesh,482,Education,Medicines,Disease Outbreak,Long term,High,10695.69
Karnataka,62,Food,Volunteers,Seasonal Need,Long term,Low,513.19
Karnataka,887,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,7866.28
Karnataka,118,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,1615.62
Tamil Nadu,177,Employment,Medicines,Community Emergency,Long term,Medium,3522.76
Delhi,114,Healthcare,Funds,Community Emergency,Long term,Medium,2476.11
Karnataka,695,Employment,Funds,Health Emergency,Long term,High,7412.61
Tamil Nadu,182,Healthcare,Funds,Community Emergency,Immediate,Medium,3585.92
Karnataka,173,Employment,Beds/Shelter,Community Emergency,Long term,Medium,7282.07
Gujarat,172,Disaster Relief,Medicines,Community Emergency,Long term,Medium,4575.4
Telangana,721,Education,Medicines,Health Emergency,Within 1 week,High,15802.31
Telangana,699,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,12329.07
Tamil Nadu,64,Employment,Beds/Shelter,Seasonal Need,Immediate,Low,3064.59
Andhra Pradesh,296,Healthcare,Volunteers,Health Emergency,Long term,Medium,3184.01
Andhra Pradesh,172,Healthcare,Volunteers,Seasonal Need,Long term,Medium,1734.5
Tamil Nadu,968,Food,Medicines,Disease Outbreak,Immediate,High,30771.89
Telangana,108,Healthcare,Medicines,Health Emergency,Immediate,Medium,3775.8
Bihar,74,Shelter,Volunteers,Seasonal Need,Within 1 week,Low,671.41
Tamil Nadu,568,Shelter,Funds,Natural Disaster (Flood/Earthquake),Long term,High,7810.31
Tamil Nadu,87,Shelter,Food Kits,Disease Outbreak,Immediate,High,1321.34
Gujarat,684,Healthcare,Volunteers,Disease Outbreak,Within 1 week,High,7969.08
Delhi,517,Healthcare,Medicines,Disease Outbreak,Long term,High,16820.5
Bihar,314,Healthcare,Food Kits,Health Emergency,Long term,Medium,5138.33
Telangana,164,Food,Volunteers,Community Emergency,Long term,Medium,1228.45
Andhra Pradesh,121,Disaster Relief,Beds/Shelter,Community Emergency,Within 1 week,Medium,9999.79
Tamil Nadu,23,Shelter,Medicines,Seasonal Need,Long term,Low,555.84
Delhi,53,Shelter,Volunteers,Seasonal Need,Long term,Low,422.06
Telangana,155,Shelter,Medicines,Community Emergency,Within 1 week,Medium,4344.32
Telangana,97,Education,Food Kits,Seasonal Need,Immediate,Low,996.36
Maharashtra,56,Education,Funds,Health Emergency,Long term,Low,707.56
Tamil Nadu,86,Shelter,Food Kits,Health Emergency,Within 1 week,Low,1051.31
Maharashtra,72,Education,Volunteers,Seasonal Need,Within 1 week,Low,522.57
Karnataka,509,Shelter,Volunteers,Health Emergency,Within 1 week,High,4456.89
Telangana,699,Food,Volunteers,Health Emergency,Long term,High,5311.06
Gujarat,979,Disaster Relief,Funds,Disease Outbreak,Long term,High,16097.97
Maharashtra,627,Shelter,Beds/Shelter,Health Emergency,Long term,High,38463.3
Andhra Pradesh,283,Employment,Beds/Shelter,Health Emergency,Within 1 week,Medium,14700.92
Delhi,802,Disaster Relief,Food Kits,Health Emergency,Immediate,High,14610.87
Gujarat,2078,Education,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,26138.98
Bihar,943,Food,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,6766.7
Delhi,81,Food,Food Kits,Seasonal Need,Long term,Low,969.52
Delhi,99,Healthcare,Medicines,Seasonal Need,Within 1 week,Low,3767.05
Tamil Nadu,600,Food,Beds/Shelter,Health Emergency,Immediate,High,42789.43
Tamil Nadu,65,Education,Beds/Shelter,Seasonal Need,Immediate,Low,3475.83
Andhra Pradesh,86,Healthcare,Medicines,Community Emergency,Long term,Low,2839.6
Karnataka,845,Disaster Relief,Food Kits,Disease Outbreak,Within 1 week,High,10442.39
Delhi,931,Food,Medicines,Health Emergency,Long term,High,21176.83
Tamil Nadu,944,Disaster Relief,Beds/Shelter,Health Emergency,Within 1 week,High,58037.04
Maharashtra,794,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,7363.41
Tamil Nadu,613,Healthcare,Food Kits,Disease Outbreak,Long term,High,10021.91
Tamil Nadu,197,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,7461.38
Tamil Nadu,98,Disaster Relief,Beds/Shelter,Community Emergency,Within 1 week,Low,5978.99
Gujarat,74,Education,Volunteers,Seasonal Need,Within 1 week,Low,508.76
Maharashtra,1000,Healthcare,Volunteers,Disease Outbreak,Within 1 week,High,10549.64
Gujarat,751,Shelter,Food Kits,Disease Outbreak,Long term,High,8595.49
Tamil Nadu,756,Healthcare,Beds/Shelter,Health Emergency,Long term,High,58124.36
Andhra Pradesh,810,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,12602.35
Tamil Nadu,13,Healthcare,Food Kits,Community Emergency,Long term,Low,229.72
Gujarat,814,Disaster Relief,Medicines,Health Emergency,Long term,High,22272.96
Andhra Pradesh,79,Healthcare,Food Kits,Seasonal Need,Long term,Low,1236.92
Tamil Nadu,135,Healthcare,Medicines,Community Emergency,Within 1 week,Medium,5175.48
Telangana,380,Shelter,Food Kits,Health Emergency,Long term,Medium,4432.94
Karnataka,882,Employment,Funds,Disease Outbreak,Long term,High,9028.05
Gujarat,575,Shelter,Volunteers,Health Emergency,Immediate,High,6302.01
Bihar,84,Disaster Relief,Funds,Seasonal Need,Within 1 week,Low,1515.23
Telangana,79,Food,Beds/Shelter,Disease Outbreak,Long term,High,4581.99
Maharashtra,16,Shelter,Volunteers,Seasonal Need,Long term,Low,128.16
Gujarat,184,Education,Food Kits,Seasonal Need,Within 1 week,Medium,2075.58
Karnataka,541,Food,Food Kits,Health Emergency,Immediate,High,7642.46
Delhi,779,Education,Food Kits,Health Emergency,Long term,High,7096.55
Bihar,108,Disaster Relief,Funds,Community Emergency,Within 1 week,Medium,2254.68
Bihar,923,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,31952.59
Andhra Pradesh,32,Education,Medicines,Seasonal Need,Long term,Low,671.75
Andhra Pradesh,38,Education,Beds/Shelter,Seasonal Need,Immediate,Low,2087.15
Karnataka,353,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,22099.79
Delhi,83,Shelter,Food Kits,Community Emergency,Long term,Low,994.29
Gujarat,973,Shelter,Medicines,Disease Outbreak,Long term,High,22880.12
Telangana,77,Food,Volunteers,Seasonal Need,Long term,Low,615.47
Telangana,130,Disaster Relief,Funds,Disease Outbreak,Long term,High,2133.38
Andhra Pradesh,203,Employment,Funds,Disease Outbreak,Within 1 week,High,2167.6
Andhra Pradesh,874,Disaster Relief,Food Kits,Disease Outbreak,Immediate,High,15893.3
Tamil Nadu,132,Food,Funds,Health Emergency,Long term,Medium,1887.33
Gujarat,88,Education,Beds/Shelter,Seasonal Need,Within 1 week,Low,4278.34
Karnataka,112,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,1231.54
Delhi,932,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,27559.7
Gujarat,42,Employment,Medicines,Seasonal Need,Within 1 week,Low,797.3
Gujarat,59,Healthcare,Beds/Shelter,Community Emergency,Immediate,Low,5283.31
Telangana,956,Employment,Food Kits,Disease Outbreak,Within 1 week,High,8279.84
Gujarat,453,Food,Medicines,Health Emergency,Within 1 week,Medium,12501.45
Gujarat,167,Disaster Relief,Funds,Community Emergency,Long term,Medium,2667.94
Telangana,118,Education,Food Kits,Community Emergency,Long term,Medium,1192.02
Telangana,50,Employment,Volunteers,Community Emergency,Long term,Low,326.98
Telangana,77,Employment,Volunteers,Community Emergency,Within 1 week,Low,506.23
Andhra Pradesh,65,Employment,Medicines,Community Emergency,Immediate,Low,1276.46
Bihar,195,Healthcare,Medicines,Community Emergency,Within 1 week,Medium,7587.16
Karnataka,6864,Education,Volunteers,Disease Outbreak,Within 1 week,High,46633.38
Gujarat,126,Education,Funds,Community Emergency,Within 1 week,Medium,1762.46
Andhra Pradesh,466,Employment,Food Kits,Disease Outbreak,Within 1 week,High,4035.23
Telangana,471,Disaster Relief,Funds,Health Emergency,Long term,Medium,8314.72
Telangana,612,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,7553.25
Maharashtra,710,Food,Medicines,Disease Outbreak,Immediate,High,22871.91
Delhi,804,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,35389.14
Maharashtra,192,Employment,Volunteers,Seasonal Need,Immediate,Medium,1204.81
Gujarat,127,Shelter,Funds,Seasonal Need,Immediate,Medium,2144.22
Gujarat,296,Education,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,6474.89
Karnataka,553,Education,Food Kits,Disease Outbreak,Long term,High,5093.68
Gujarat,32,Disaster Relief,Food Kits,Community Emergency,Long term,Low,417.39
Bihar,505,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,6703.56
Bihar,408,Healthcare,Medicines,Disease Outbreak,Immediate,High,19209.96
Maharashtra,53,Disaster Relief,Funds,Seasonal Need,Within 1 week,Low,975.3
Andhra Pradesh,63,Disaster Relief,Funds,Seasonal Need,Long term,Low,986.12
Telangana,49,Education,Food Kits,Seasonal Need,Within 1 week,Low,489.25
Maharashtra,40,Education,Volunteers,Seasonal Need,Immediate,Low,279.56
Gujarat,110,Employment,Food Kits,Community Emergency,Immediate,Medium,948.25
Tamil Nadu,98,Employment,Beds/Shelter,Seasonal Need,Within 1 week,Low,4644.54
Bihar,413,Disaster Relief,Funds,Disease Outbreak,Immediate,High,9620.18
Maharashtra,309,Food,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,3172.42
Karnataka,127,Food,Food Kits,Community Emergency,Immediate,Medium,1365.77
Bihar,121,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,1023.83
Delhi,824,Education,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,4926.06
Bihar,785,Disaster Relief,Beds/Shelter,Disease Outbreak,Within 1 week,High,56599.14
Karnataka,278,Education,Funds,Health Emergency,Immediate,Medium,3157.98
Gujarat,80,Food,Beds/Shelter,Health Emergency,Long term,Low,4477.29
Gujarat,453,Education,Volunteers,Health Emergency,Immediate,Medium,2763.86
Bihar,251,Employment,Medicines,Health Emergency,Within 1 week,Medium,5691.58
Maharashtra,41,Food,Food Kits,Community Emergency,Long term,Low,443.74
Karnataka,64,Disaster Relief,Beds/Shelter,Seasonal Need,Immediate,Low,4411.81
Maharashtra,597,Education,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3548.28
Delhi,465,Shelter,Volunteers,Health Emergency,Long term,Medium,3405.74
Andhra Pradesh,950,Food,Beds/Shelter,Disease Outbreak,Within 1 week,High,55280.51
Andhra Pradesh,151,Disaster Relief,Beds/Shelter,Community Emergency,Immediate,Medium,10031.65
Delhi,954,Education,Beds/Shelter,Disease Outbreak,Long term,High,51513.94
Delhi,52,Healthcare,Funds,Community Emergency,Within 1 week,Low,1166.26
Telangana,617,Employment,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,6802.69
Bihar,800,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Long term,High,13715.15
Gujarat,13,Education,Medicines,Community Emergency,Immediate,Low,258.28
Andhra Pradesh,157,Disaster Relief,Medicines,Health Emergency,Immediate,Medium,4331.93
Maharashtra,880,Disaster Relief,Medicines,Disease Outbreak,Long term,High,25102.76
Tamil Nadu,308,Employment,Beds/Shelter,Health Emergency,Within 1 week,Medium,16354.22
Maharashtra,520,Disaster Relief,Beds/Shelter,Disease Outbreak,Within 1 week,High,34067.7
Andhra Pradesh,117,Healthcare,Food Kits,Seasonal Need,Within 1 week,Medium,2455.38
Bihar,564,Education,Funds,Health Emergency,Long term,High,6733.27
Maharashtra,104,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Medium,3623.05
Karnataka,54,Education,Food Kits,Community Emergency,Immediate,Low,545.33
Delhi,786,Food,Funds,Disease Outbreak,Immediate,High,15083.59
Karnataka,154,Employment,Medicines,Community Emergency,Within 1 week,Medium,3112.2
Telangana,149,Disaster Relief,Volunteers,Community Emergency,Immediate,Medium,1435.66
Delhi,475,Employment,Medicines,Health Emergency,Within 1 week,Medium,10768.42
Maharashtra,135,Food,Food Kits,Community Emergency,Long term,Medium,1403.61
Telangana,84,Shelter,Food Kits,Seasonal Need,Within 1 week,Low,1123.2
Karnataka,137,Disaster Relief,Medicines,Community Emergency,Within 1 week,Medium,4515.57
Maharashtra,113,Disaster Relief,Food Kits,Seasonal Need,Immediate,Medium,1400.61
Gujarat,105,Food,Food Kits,Seasonal Need,Immediate,Medium,1246.52
Karnataka,157,Employment,Food Kits,Community Emergency,Long term,Medium,1310.18
Delhi,190,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,1221.44
Delhi,201,Food,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,5031.14
Gujarat,437,Employment,Medicines,Health Emergency,Immediate,Medium,8626.47
Tamil Nadu,645,Healthcare,Funds,Health Emergency,Immediate,High,18284.99
Gujarat,919,Disaster Relief,Food Kits,Disease Outbreak,Within 1 week,High,11173.71
Andhra Pradesh,897,Shelter,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,12389.3
Karnataka,175,Employment,Beds/Shelter,Health Emergency,Immediate,Medium,7447.9
Delhi,130,Disaster Relief,Beds/Shelter,Community Emergency,Immediate,Medium,8680.01
Tamil Nadu,374,Healthcare,Medicines,Disease Outbreak,Long term,High,12221.99
Maharashtra,195,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,10813.12
Andhra Pradesh,102,Healthcare,Volunteers,Community Emergency,Immediate,Medium,1060.1
Tamil Nadu,890,Employment,Medicines,Disease Outbreak,Within 1 week,High,15715.18
Telangana,26,Food,Medicines,Seasonal Need,Immediate,Low,625.01
Bihar,116,Employment,Beds/Shelter,Community Emergency,Immediate,Medium,5683.48
Maharashtra,133,Employment,Funds,Community Emergency,Long term,Medium,1442.49
Karnataka,90,Shelter,Funds,Health Emergency,Long term,Low,1369.63
Gujarat,152,Education,Funds,Seasonal Need,Long term,Medium,1810.22
Gujarat,70,Food,Medicines,Seasonal Need,Immediate,Low,1710.42
Telangana,102,Employment,Medicines,Health Emergency,Immediate,Medium,2032.83
Gujarat,11,Food,Funds,Seasonal Need,Immediate,Low,169.66
Maharashtra,613,Education,Funds,Health Emergency,Within 1 week,High,6942.81
Telangana,437,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3871.25
Andhra Pradesh,71,Shelter,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,1133.43
Maharashtra,172,Employment,Food Kits,Community Emergency,Long term,Medium,1531.57
Maharashtra,157,Education,Medicines,Community Emergency,Within 1 week,Medium,4102.41
Delhi,31,Employment,Food Kits,Community Emergency,Immediate,Low,281.07
Maharashtra,174,Employment,Funds,Community Emergency,Within 1 week,Medium,2137.44
Maharashtra,128,Shelter,Beds/Shelter,Health Emergency,Within 1 week,Medium,8709.37
Tamil Nadu,73,Employment,Beds/Shelter,Community Emergency,Within 1 week,Low,3020.94
Telangana,194,Employment,Food Kits,Community Emergency,Immediate,Medium,1760.6
Gujarat,152,Healthcare,Medicines,Community Emergency,Within 1 week,Medium,5535.09
Bihar,97,Employment,Medicines,Community Emergency,Long term,Low,1983.88
Karnataka,285,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,2331.9
Delhi,40,Shelter,Food Kits,Community Emergency,Within 1 week,Low,491.79
Tamil Nadu,20,Food,Beds/Shelter,Seasonal Need,Long term,Low,1070.19
Telangana,410,Healthcare,Beds/Shelter,Disease Outbreak,Within 1 week,High,32907.92
Telangana,141,Employment,Medicines,Seasonal Need,Long term,Medium,2503.64
Telangana,56,Food,Beds/Shelter,Health Emergency,Within 1 week,Low,3006.6
Bihar,813,Education,Beds/Shelter,Disease Outbreak,Long term,High,37661.22
Telangana,140,Shelter,Volunteers,Community Emergency,Within 1 week,Medium,1405.47
Andhra Pradesh,148,Education,Beds/Shelter,Seasonal Need,Immediate,Medium,7882.33
Andhra Pradesh,369,Shelter,Beds/Shelter,Health Emergency,Long term,Medium,24160.95
Maharashtra,466,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,47985.39
Gujarat,57,Education,Funds,Community Emergency,Within 1 week,Low,761.46
Andhra Pradesh,106,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,660.86
Delhi,187,Education,Volunteers,Community Emergency,Within 1 week,Medium,1545.87
Tamil Nadu,837,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,30126.14
Delhi,79,Employment,Medicines,Community Emergency,Long term,Low,1495.95
Telangana,966,Education,Food Kits,Disease Outbreak,Within 1 week,High,9290.85
Tamil Nadu,820,Employment,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,12679.51
Bihar,420,Education,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,11193.0
Bihar,612,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,13704.82
Karnataka,111,Employment,Funds,Community Emergency,Long term,Medium,1217.16
Delhi,199,Food,Funds,Seasonal Need,Long term,Medium,2680.35
Bihar,325,Food,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,7954.32
Tamil Nadu,119,Disaster Relief,Food Kits,Community Emergency,Long term,Medium,1644.4
Delhi,84,Employment,Medicines,Seasonal Need,Long term,Low,1634.12
Telangana,774,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,17304.84
Delhi,194,Food,Beds/Shelter,Seasonal Need,Long term,Medium,10520.02
Andhra Pradesh,324,Employment,Funds,Health Emergency,Immediate,Medium,3666.92
Maharashtra,969,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,11292.6
Bihar,183,Food,Funds,Seasonal Need,Long term,Medium,2675.99
Bihar,266,Disaster Relief,Beds/Shelter,Health Emergency,Long term,Medium,17957.8
Karnataka,475,Employment,Medicines,Disease Outbreak,Long term,High,9387.45
Maharashtra,821,Education,Medicines,Disease Outbreak,Long term,High,17725.21
Telangana,957,Food,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,10719.75
Andhra Pradesh,625,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,7942.27
Delhi,505,Healthcare,Food Kits,Disease Outbreak,Long term,High,8070.49
Andhra Pradesh,270,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,3062.68
Andhra Pradesh,132,Employment,Beds/Shelter,Seasonal Need,Immediate,Medium,5661.69
Andhra Pradesh,151,Disaster Relief,Volunteers,Community Emergency,Within 1 week,Medium,1423.4
Tamil Nadu,243,Employment,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,13254.53
Bihar,550,Education,Food Kits,Health Emergency,Within 1 week,High,5961.66
Andhra Pradesh,409,Disaster Relief,Medicines,Health Emergency,Immediate,Medium,11046.12
Tamil Nadu,831,Disaster Relief,Volunteers,Health Emergency,Immediate,High,9039.07
Andhra Pradesh,172,Food,Volunteers,Community Emergency,Within 1 week,Medium,1344.08
Telangana,62,Food,Food Kits,Seasonal Need,Immediate,Low,723.76
Tamil Nadu,14,Healthcare,Medicines,Seasonal Need,Within 1 week,Low,543.86
Tamil Nadu,189,Disaster Relief,Volunteers,Community Emergency,Within 1 week,Medium,1933.96
Karnataka,915,Food,Funds,Disease Outbreak,Long term,High,12532.61
Andhra Pradesh,991,Shelter,Food Kits,Disease Outbreak,Within 1 week,High,12914.88
Delhi,39,Shelter,Funds,Community Emergency,Long term,Low,600.15
Karnataka,165,Employment,Volunteers,Disease Outbreak,Within 1 week,High,974.43
Delhi,383,Food,Food Kits,Health Emergency,Within 1 week,Medium,4724.46
Andhra Pradesh,15,Food,Funds,Seasonal Need,Immediate,Low,234.55
Maharashtra,318,Education,Funds,Disease Outbreak,Within 1 week,High,4205.45
Andhra Pradesh,66,Disaster Relief,Beds/Shelter,Health Emergency,Immediate,Low,4857.81
Karnataka,1,Disaster Relief,Food Kits,Community Emergency,Within 1 week,Low,15.05
Karnataka,113,Employment,Medicines,Community Emergency,Immediate,Medium,1972.56
Bihar,543,Food,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,7451.51
Delhi,302,Education,Volunteers,Disease Outbreak,Within 1 week,High,2078.12
Delhi,560,Food,Medicines,Disease Outbreak,Immediate,High,15307.65
